id,predicted_price
2591820310,383845.44
7974200820,900697.7
7701450110,1308821.8
9522300010,1950412.5
9510861140,635696.6
1761300310,264248.4
7732410120,804145.75
7010701383,675053.25
291310170,391672.3
4232901990,511684.7
6840701125,640766.1
3971700580,374379.12
4202400078,248243.8
6064800090,358684.12
2626119028,243458.1
3303980660,1179943.5
862000020,584192.44
2386000070,992754.75
1138000450,350080.28
1775800420,442247.88
2291401425,456482.22
2025770560,832022.25
3525069037,729116.3
9324800450,613290.3
8080400136,544228.7
8651540040,528590.3
9407001790,278506.7
1773101530,209156.75
9432900250,319579.56
1794500695,541933.25
2220069003,476162.62
923000120,518133.16
5728000060,559607.6
16000200,235830.64
1926059094,448406.75
6672900220,923231.8
3629860060,871144.75
1822069109,399151.0
6675500105,362076.62
249000180,1354295.2
226059065,446141.75
396100110,308327.72
9264450460,313144.94
7853361210,396584.88
9474700020,292076.94
421000455,223998.88
3755200220,404181.66
7960100075,493906.06
9477100490,370297.38
9138100350,800731.1
1624049275,443018.7
2770606890,503504.4
1157200189,473257.53
2770601800,510699.44
9301300805,507888.7
2325069032,1340878.4
1021079099,359573.25
7215730040,744566.2
1853200080,439003.0
3224600340,681609.56
3222049120,383572.47
2113700025,276300.06
7893207925,203726.73
3586501085,523928.4
8024200010,427666.66
7116500705,168536.42
1598600209,329765.62
7204200025,974141.94
4206901505,503562.5
2937300440,808805.8
7205000180,300999.78
8718500665,375981.7
5318101765,766380.0
4122700020,892476.4
8078700020,452589.6
3303980680,1087182.9
8924100372,1171473.8
2781270210,203305.95
519000043,554059.4
3225069301,1665759.5
151000075,639467.06
2297400020,430869.25
6617500085,720162.9
104510180,215040.72
3528900060,937989.75
3345100286,577459.6
1226039130,417038.06
8712100720,741930.1
3037200010,391402.34
3626039268,407469.44
104510230,229736.19
5112800060,404996.97
6072400280,729831.5
5317100570,986032.9
9528102993,519784.72
2919201095,467415.28
6181400920,268880.9
185000161,266777.25
8691400010,742421.3
3345700165,536757.25
6151800486,197124.34
4340000080,1145272.2
4136960010,537113.7
3634100030,347708.56
1624059224,1268877.8
2788400090,296319.62
9828200762,455604.12
7524400250,551466.3
3528000290,730881.8
5700003630,2395317.8
2720069019,289261.66
7227501170,237100.72
2397101270,552355.3
6792100090,706994.5
2770602265,585242.5
3971700937,312367.38
422049203,226516.58
3076500830,281611.25
1423400260,274528.97
9161100795,401909.25
3126049052,537418.0
5100401468,400466.8
514500235,435246.56
1423200170,203422.52
1402100070,404786.9
624110020,730194.2
2407000145,211546.56
1890000225,826795.4
1320069271,244465.28
5490700085,372709.4
263000155,486377.22
3726800201,418305.12
5153200358,272279.3
2725079018,587157.75
7165700200,297821.2
9429000170,547395.0
8718500075,377759.7
1760650950,286450.84
1068000559,1192654.1
4113800500,622455.3
4077800507,542424.94
2725069150,734826.44
4008400035,712677.5
7016310270,437409.1
1432701230,225689.22
3278606050,367017.16
2473350710,368527.44
2185000685,195058.48
7792000025,307548.3
6868200029,509498.84
624069003,850031.1
7431500280,870419.0
3296000040,640567.56
1118001215,1082180.2
6453900040,679858.7
333100209,627784.4
34001765,589394.56
8946700100,401305.62
5561401210,636332.9
6671900095,387774.25
3275850020,646049.25
3876300600,396073.12
1450900020,249785.28
8562780280,290735.75
7663700973,331801.94
2126049032,399699.9
1823059159,180356.19
3438503426,272516.75
9297301495,524396.25
7140700850,386698.88
7942601805,807682.0
2555900030,347114.5
2887970040,285416.28
7419700010,620356.9
2239000011,383417.03
9283800050,292427.84
9407001340,326770.28
217500140,642976.56
7212660520,215335.42
3298201170,317312.78
3057000400,318538.62
6865200444,486912.78
6071600340,481325.9
6821600005,775646.06
1235100371,825205.0
7796450340,337326.12
3603000410,176673.22
9297300255,572579.06
9126100850,658750.6
2770601462,590763.2
2599001500,214494.06
1102000095,739668.6
1853080640,1124524.6
9551201585,1034831.9
3438500796,339834.7
7518504291,521763.38
9269200340,342080.25
715010130,2017209.6
1982201485,694852.3
9526500080,405183.56
9277200180,366242.34
6669150280,303166.78
8917100153,608689.44
3760500516,1129229.5
2725069050,959388.7
3332000091,265631.78
8562770080,544309.1
8151601190,267817.3
8563040160,616142.4
240000269,711343.2
4307350200,312201.2
1311910300,274120.3
3574900030,514004.94
7853230570,450648.44
320069049,385115.6
9839301060,619432.25
7011201333,725351.75
2781320100,230597.97
3421069120,378545.2
7852030320,478768.6
5316101075,1867687.8
5309100750,498297.53
629000730,588899.56
511700170,306401.6
1562100030,614144.25
2489200230,518017.56
524069116,504668.25
5315100737,1068808.8
1868900675,870149.25
1608000120,374941.88
705700240,339367.66
7575600610,280264.4
1778500015,680669.6
5423500240,174186.12
6713700025,347289.34
2734100734,327354.2
301402280,210214.4
2113700205,243737.58
4114601570,3154813.8
3332000615,273854.84
3630050180,347958.38
6852700520,497498.4
6870310010,661479.0
6163900981,318299.62
393000142,412189.22
1771100130,334609.4
1442860160,394857.94
9191200435,561939.9
6788200800,1081307.5
1115300070,761650.5
3176600105,775957.5
2770604665,565532.8
5469500580,390949.8
5680000545,495852.88
3424089119,478382.0
1328300180,341208.03
1773100922,394501.5
4123830480,335095.12
9808610190,1068255.5
4250200140,278233.25
4217402115,5094640.5
3831250350,357546.5
2397101055,785725.25
6817850110,921288.0
7526800200,622204.25
7853370100,634081.8
2523089025,989833.56
9476200680,262437.2
5714200140,434096.62
3575304895,575351.5
263000018,469409.4
8080400177,526996.25
6450304130,353458.8
514500090,576243.9
9477000300,427545.53
853600310,1681992.5
1951600240,209688.81
1099900120,336788.66
5323100120,473700.97
1223089016,397971.56
522059172,244334.53
1930300190,664074.94
9542840410,289151.06
8665050530,466043.0
5592900205,396681.34
5450300010,511883.34
2459960030,325805.97
3331500455,479974.6
3432500705,407957.03
3702900165,256297.42
5249803550,553185.06
626049058,428041.22
1788900380,172845.9
8075400360,222423.22
9113200250,770904.25
2738640040,636002.8
7821200307,463962.72
3530440140,241787.52
3582700130,427827.78
9276200569,755314.75
7197800020,584017.56
686200490,562590.3
3501600100,425819.0
6383000690,659406.2
7604400150,394565.06
5249801411,773096.0
2607720420,462700.75
9561100010,399472.8
1796370590,241249.92
4077800593,399406.12
854000165,235256.48
5536100010,538418.9
4188000670,781035.75
31000165,1282430.1
662350050,1119871.4
4137000280,255561.3
6169901130,1006808.6
1953400510,272433.88
7518506716,1047947.25
1552520010,369256.72
7955080270,312181.84
9212900100,501310.44
3438500798,340524.4
7899800890,218973.38
4319200605,420447.62
1329300480,361557.0
8935100100,693009.25
5016001260,423027.34
4337600280,292588.78
1446401220,200348.95
7135521530,651069.06
6888900115,232693.11
2413301070,300569.22
345700040,262588.38
5566100145,425471.5
7634800070,328907.25
9346910500,724927.1
3529300060,329897.75
8128600060,1104080.2
8572900275,239616.42
4139420590,1683258.5
9274200322,650633.4
